question,column,row_in_column,option,x_472,y_472,x_480,y_480,dx_480_minus_472,dy_480_minus_472,distance_px,answer_472,status_472,answer_480,status_480,decision_changed
126,3,36,B,986.0,1829.0,982.0,1828.0,-4.0,-1.0,4.123105625617661,A,answered,A,answered,False
126,3,36,C,1024.0,1829.0,1020.0,1828.0,-4.0,-1.0,4.123105625617661,A,answered,A,answered,False
126,3,36,D,1058.0,1828.0,1055.0,1828.0,-3.0,0.0,3.0,A,answered,A,answered,False
127,3,37,A,950.0,1856.0,947.0,1857.0,-3.0,1.0,3.1622776601683795,A,answered,A,answered,False
127,3,37,B,987.0,1855.0,983.0,1857.0,-4.0,2.0,4.47213595499958,A,answered,A,answered,False
127,3,37,C,1024.0,1856.0,1020.0,1858.0,-4.0,2.0,4.47213595499958,A,answered,A,answered,False
127,3,37,D,1059.0,1855.0,1056.0,1858.0,-3.0,3.0,4.242640687119285,A,answered,A,answered,False
128,3,38,A,950.0,1884.0,946.0,1885.0,-4.0,1.0,4.123105625617661,A,answered,A,answered,False
128,3,38,B,986.0,1884.0,982.0,1886.0,-4.0,2.0,4.47213595499958,A,answered,A,answered,False
128,3,38,C,1024.0,1884.0,1020.0,1886.0,-4.0,2.0,4.47213595499958,A,answered,A,answered,False
128,3,38,D,1058.0,1884.0,1056.0,1886.0,-2.0,2.0,2.8284271247461903,A,answered,A,answered,False
129,3,39,A,951.0,1912.0,946.0,1915.0,-5.0,3.0,5.830951894845301,A,answered,A,answered,False
129,3,39,B,987.0,1913.0,983.0,1915.0,-4.0,2.0,4.47213595499958,A,answered,A,answered,False
129,3,39,C,1024.0,1913.0,1020.0,1915.0,-4.0,2.0,4.47213595499958,A,answered,A,answered,False
129,3,39,D,1058.0,1912.0,1056.0,1916.0,-2.0,4.0,4.47213595499958,A,answered,A,answered,False
130,3,40,A,950.0,1940.0,946.0,1945.0,-4.0,5.0,6.4031242374328485,A,answered,A,answered,False
130,3,40,B,987.0,1939.0,984.0,1944.0,-3.0,5.0,5.830951894845301,A,answered,A,answered,False
130,3,40,C,1024.0,1940.0,1020.0,1944.0,-4.0,4.0,5.656854249492381,A,answered,A,answered,False
130,3,40,D,1059.0,1940.0,1056.0,1944.0,-3.0,4.0,5.0,A,answered,A,answered,False
131,3,41,A,951.0,1968.0,946.0,1972.0,-5.0,4.0,6.4031242374328485,MULTIPLE,multiple,A,answered,True
131,3,41,B,987.0,1968.0,983.0,1972.0,-4.0,4.0,5.656854249492381,MULTIPLE,multiple,A,answered,True
131,3,41,C,1023.0,1968.0,1020.0,1973.0,-3.0,5.0,5.830951894845301,MULTIPLE,multiple,A,answered,True
131,3,41,D,1059.0,1968.0,1056.0,1973.0,-3.0,5.0,5.830951894845301,MULTIPLE,multiple,A,answered,True
132,3,42,A,951.0,1997.0,946.0,2002.0,-5.0,5.0,7.0710678118654755,A,answered,MULTIPLE,multiple,True
132,3,42,B,987.0,1996.0,984.0,2002.0,-3.0,6.0,6.708203932499369,A,answered,MULTIPLE,multiple,True
132,3,42,C,1024.0,1997.0,1021.0,2002.0,-3.0,5.0,5.830951894845301,A,answered,MULTIPLE,multiple,True
132,3,42,D,1058.0,1997.0,1056.0,2002.0,-2.0,5.0,5.385164807134504,A,answered,MULTIPLE,multiple,True
133,3,43,A,951.0,2023.0,946.0,2032.0,-5.0,9.0,10.295630140987,,ambiguous,A,answered,True
133,3,43,B,987.0,2023.0,983.0,2032.0,-4.0,9.0,9.848857801796104,,ambiguous,A,answered,True
133,3,43,C,1024.0,2024.0,1021.0,2032.0,-3.0,8.0,8.54400374531753,,ambiguous,A,answered,True
133,3,43,D,1059.0,2024.0,1056.0,2032.0,-3.0,8.0,8.54400374531753,,ambiguous,A,answered,True
134,3,44,A,951.0,2052.0,946.0,2060.0,-5.0,8.0,9.433981132056603,,blank,,ambiguous,True
134,3,44,B,987.0,2052.0,984.0,2060.0,-3.0,8.0,8.54400374531753,,blank,,ambiguous,True
134,3,44,C,1024.0,2052.0,1021.0,2060.0,-3.0,8.0,8.54400374531753,,blank,,ambiguous,True
134,3,44,D,1059.0,2052.0,1056.0,2060.0,-3.0,8.0,8.54400374531753,,blank,,ambiguous,True
135,3,45,A,951.0,2080.0,946.0,2089.0,-5.0,9.0,10.295630140987,,blank,,ambiguous,True
135,3,45,B,987.0,2080.0,984.0,2089.0,-3.0,9.0,9.486832980505138,,blank,,ambiguous,True
135,3,45,C,1024.0,2080.0,1022.0,2090.0,-2.0,10.0,10.198039027185569,,blank,,ambiguous,True
135,3,45,D,1059.0,2079.0,1056.0,2090.0,-3.0,11.0,11.40175425099138,,blank,,ambiguous,True
136,4,1,A,1312.0,818.0,1312.0,824.0,0.0,6.0,6.0,A,answered,A,answered,False
136,4,1,B,1344.0,818.0,1348.0,824.0,4.0,6.0,7.211102550927978,A,answered,A,answered,False
136,4,1,C,1382.0,818.0,1385.0,824.0,3.0,6.0,6.708203932499369,A,answered,A,answered,False
136,4,1,D,1416.0,819.0,1420.0,824.0,4.0,5.0,6.4031242374328485,A,answered,A,answered,False
137,4,2,A,1311.0,848.0,1314.0,854.0,3.0,6.0,6.708203932499369,A,answered,A,answered,False
137,4,2,B,1344.0,848.0,1348.0,852.0,4.0,4.0,5.656854249492381,A,answered,A,answered,False
137,4,2,C,1382.0,848.0,1384.0,854.0,2.0,6.0,6.324555320336759,A,answered,A,answered,False
137,4,2,D,1414.0,848.0,1420.0,855.0,6.0,7.0,9.219544457292887,A,answered,A,answered,False
138,4,3,A,1311.0,874.0,1314.0,882.0,3.0,8.0,8.54400374531753,B,answered,B,answered,False
138,4,3,B,1346.0,874.0,1349.0,882.0,3.0,8.0,8.54400374531753,B,answered,B,answered,False
138,4,3,C,1381.0,874.0,1384.0,882.0,3.0,8.0,8.54400374531753,B,answered,B,answered,False
138,4,3,D,1414.0,875.0,1420.0,882.0,6.0,7.0,9.219544457292887,B,answered,B,answered,False
139,4,4,A,1311.0,903.0,1313.0,912.0,2.0,9.0,9.219544457292887,A,answered,A,answered,False
139,4,4,B,1344.0,904.0,1348.0,911.0,4.0,7.0,8.06225774829855,A,answered,A,answered,False
139,4,4,C,1380.0,904.0,1384.0,911.0,4.0,7.0,8.06225774829855,A,answered,A,answered,False
139,4,4,D,1414.0,904.0,1420.0,912.0,6.0,8.0,10.0,A,answered,A,answered,False
140,4,5,A,1311.0,932.0,1314.0,942.0,3.0,10.0,10.44030650891055,A,answered,A,answered,False
140,4,5,B,1346.0,932.0,1348.0,941.0,2.0,9.0,9.219544457292887,A,answered,A,answered,False
140,4,5,C,1380.0,932.0,1384.0,940.0,4.0,8.0,8.94427190999916,A,answered,A,answered,False
140,4,5,D,1414.0,933.0,1420.0,941.0,6.0,8.0,10.0,A,answered,A,answered,False
141,4,6,A,1310.0,960.0,1312.0,970.0,2.0,10.0,10.198039027185569,A,answered,A,answered,False
141,4,6,B,1345.0,959.0,1348.0,969.0,3.0,10.0,10.44030650891055,A,answered,A,answered,False
141,4,6,C,1380.0,958.0,1384.0,968.0,4.0,10.0,10.770329614269007,A,answered,A,answered,False
141,4,6,D,1414.0,959.0,1418.0,969.0,4.0,10.0,10.770329614269007,A,answered,A,answered,False
142,4,7,A,1310.0,998.0,1312.0,999.0,2.0,1.0,2.23606797749979,B,answered,B,answered,False
142,4,7,B,1344.0,998.0,1348.0,999.0,4.0,1.0,4.123105625617661,B,answered,B,answered,False
142,4,7,C,1379.0,998.0,1384.0,998.0,5.0,0.0,5.0,B,answered,B,answered,False
142,4,7,D,1413.0,998.0,1418.0,998.0,5.0,0.0,5.0,B,answered,B,answered,False
143,4,8,A,1309.0,1037.0,1312.0,1028.0,3.0,-9.0,9.486832980505138,A,answered,A,answered,False
143,4,8,B,1345.0,1037.0,1347.0,1028.0,2.0,-9.0,9.219544457292887,A,answered,A,answered,False
143,4,8,C,1379.0,1037.0,1383.0,1027.0,4.0,-10.0,10.770329614269007,A,answered,A,answered,False
143,4,8,D,1413.0,1037.0,1418.0,1028.0,5.0,-9.0,10.295630140987,A,answered,A,answered,False
144,4,9,A,1309.0,1066.0,1311.0,1056.0,2.0,-10.0,10.198039027185569,A,answered,A,answered,False
144,4,9,B,1345.0,1066.0,1347.0,1056.0,2.0,-10.0,10.198039027185569,A,answered,A,answered,False
144,4,9,C,1379.0,1066.0,1384.0,1055.0,5.0,-11.0,12.083045973594572,A,answered,A,answered,False
144,4,9,D,1412.0,1066.0,1418.0,1055.0,6.0,-11.0,12.529964086141668,A,answered,A,answered,False
145,4,10,A,1309.0,1096.0,1312.0,1086.0,3.0,-10.0,10.44030650891055,A,answered,A,answered,False
145,4,10,B,1345.0,1096.0,1346.0,1084.0,1.0,-12.0,12.041594578792296,A,answered,A,answered,False
145,4,10,C,1379.0,1096.0,1382.0,1084.0,3.0,-12.0,12.36931687685298,A,answered,A,answered,False
145,4,10,D,1412.0,1096.0,1418.0,1084.0,6.0,-12.0,13.416407864998739,A,answered,A,answered,False
146,4,11,A,1309.0,1125.0,1312.0,1115.0,3.0,-10.0,10.44030650891055,A,answered,A,answered,False
146,4,11,B,1345.0,1125.0,1346.0,1114.0,1.0,-11.0,11.045361017187261,A,answered,A,answered,False
146,4,11,C,1379.0,1125.0,1382.0,1114.0,3.0,-11.0,11.40175425099138,A,answered,A,answered,False
146,4,11,D,1412.0,1125.0,1418.0,1114.0,6.0,-11.0,12.529964086141668,A,answered,A,answered,False
147,4,12,A,1309.0,1152.0,1310.0,1143.0,1.0,-9.0,9.055385138137417,B,answered,A,answered,True
147,4,12,B,1345.0,1152.0,1346.0,1142.0,1.0,-10.0,10.04987562112089,B,answered,A,answered,True
147,4,12,C,1379.0,1152.0,1382.0,1142.0,3.0,-10.0,10.44030650891055,B,answered,A,answered,True
147,4,12,D,1412.0,1152.0,1418.0,1142.0,6.0,-10.0,11.661903789690601,B,answered,A,answered,True
148,4,13,A,1309.0,1182.0,1311.0,1172.0,2.0,-10.0,10.198039027185569,A,answered,B,answered,True
148,4,13,B,1345.0,1182.0,1346.0,1172.0,1.0,-10.0,10.04987562112089,A,answered,B,answered,True
148,4,13,C,1379.0,1182.0,1382.0,1170.0,3.0,-12.0,12.36931687685298,A,answered,B,answered,True
148,4,13,D,1412.0,1182.0,1418.0,1171.0,6.0,-11.0,12.529964086141668,A,answered,B,answered,True
149,4,14,A,1309.0,1211.0,1310.0,1201.0,1.0,-10.0,10.04987562112089,A,answered,A,answered,False
149,4,14,B,1344.0,1210.0,1346.0,1200.0,2.0,-10.0,10.198039027185569,A,answered,A,answered,False
149,4,14,C,1378.0,1210.0,1382.0,1200.0,4.0,-10.0,10.770329614269007,A,answered,A,answered,False
149,4,14,D,1412.0,1211.0,1418.0,1200.0,6.0,-11.0,12.529964086141668,A,answered,A,answered,False
150,4,15,A,1309.0,1239.0,1310.0,1228.0,1.0,-11.0,11.045361017187261,A,answered,A,answered,False
150,4,15,B,1345.0,1239.0,1346.0,1228.0,1.0,-11.0,11.045361017187261,A,answered,A,answered,False
150,4,15,C,1379.0,1239.0,1382.0,1228.0,3.0,-11.0,11.40175425099138,A,answered,A,answered,False
150,4,15,D,1412.0,1238.0,1418.0,1228.0,6.0,-10.0,11.661903789690601,A,answered,A,answered,False
151,4,16,A,1310.0,1268.0,1310.0,1258.0,0.0,-10.0,10.0,A,answered,A,answered,False
151,4,16,B,1344.0,1268.0,1346.0,1256.0,2.0,-12.0,12.165525060596439,A,answered,A,answered,False
151,4,16,C,1378.0,1268.0,1382.0,1256.0,4.0,-12.0,12.649110640673518,A,answered,A,answered,False
151,4,16,D,1412.0,1268.0,1418.0,1256.0,6.0,-12.0,13.416407864998739,A,answered,A,answered,False
152,4,17,A,1311.0,1295.0,1310.0,1286.0,-1.0,-9.0,9.055385138137417,A,answered,A,answered,False
152,4,17,B,1344.0,1294.0,1346.0,1286.0,2.0,-8.0,8.246211251235321,A,answered,A,answered,False
152,4,17,C,1378.0,1294.0,1382.0,1286.0,4.0,-8.0,8.94427190999916,A,answered,A,answered,False
152,4,17,D,1412.0,1294.0,1418.0,1286.0,6.0,-8.0,10.0,A,answered,A,answered,False
153,4,18,A,1310.0,1324.0,1311.0,1314.0,1.0,-10.0,10.04987562112089,MULTIPLE,multiple,A,answered,True
153,4,18,B,1344.0,1324.0,1346.0,1314.0,2.0,-10.0,10.198039027185569,MULTIPLE,multiple,A,answered,True
153,4,18,C,1379.0,1322.0,1382.0,1313.0,3.0,-9.0,9.486832980505138,MULTIPLE,multiple,A,answered,True
153,4,18,D,1413.0,1322.0,1418.0,1314.0,5.0,-8.0,9.433981132056603,MULTIPLE,multiple,A,answered,True
154,4,19,A,1309.0,1351.0,1310.0,1344.0,1.0,-7.0,7.0710678118654755,A,answered,MULTIPLE,multiple,True
154,4,19,B,1344.0,1350.0,1346.0,1342.0,2.0,-8.0,8.246211251235321,A,answered,MULTIPLE,multiple,True
154,4,19,C,1380.0,1350.0,1382.0,1343.0,2.0,-7.0,7.280109889280518,A,answered,MULTIPLE,multiple,True
154,4,19,D,1413.0,1350.0,1418.0,1342.0,5.0,-8.0,9.433981132056603,A,answered,MULTIPLE,multiple,True
155,4,20,A,1310.0,1378.0,1310.0,1371.0,0.0,-7.0,7.0,B,answered,A,answered,True
155,4,20,B,1344.0,1378.0,1346.0,1371.0,2.0,-7.0,7.280109889280518,B,answered,A,answered,True
155,4,20,C,1380.0,1378.0,1382.0,1370.0,2.0,-8.0,8.246211251235321,B,answered,A,answered,True
155,4,20,D,1413.0,1378.0,1418.0,1370.0,5.0,-8.0,9.433981132056603,B,answered,A,answered,True
156,4,21,A,1310.0,1407.0,1310.0,1399.0,0.0,-8.0,8.0,A,answered,B,answered,True
156,4,21,B,1345.0,1407.0,1346.0,1399.0,1.0,-8.0,8.06225774829855,A,answered,B,answered,True
156,4,21,C,1380.0,1406.0,1382.0,1400.0,2.0,-6.0,6.324555320336759,A,answered,B,answered,True
156,4,21,D,1414.0,1406.0,1418.0,1399.0,4.0,-7.0,8.06225774829855,A,answered,B,answered,True
157,4,22,A,1311.0,1435.0,1310.0,1428.0,-1.0,-7.0,7.0710678118654755,A,answered,A,answered,False
157,4,22,B,1345.0,1434.0,1346.0,1428.0,1.0,-6.0,6.082762530298219,A,answered,A,answered,False
157,4,22,C,1380.0,1434.0,1382.0,1428.0,2.0,-6.0,6.324555320336759,A,answered,A,answered,False
157,4,22,D,1414.0,1434.0,1418.0,1428.0,4.0,-6.0,7.211102550927978,A,answered,A,answered,False
158,4,23,A,1311.0,1462.0,1310.0,1457.0,-1.0,-5.0,5.0990195135927845,B,answered,A,answered,True
158,4,23,B,1346.0,1462.0,1346.0,1456.0,0.0,-6.0,6.0,B,answered,A,answered,True
158,4,23,C,1380.0,1461.0,1382.0,1456.0,2.0,-5.0,5.385164807134504,B,answered,A,answered,True
158,4,23,D,1414.0,1462.0,1418.0,1457.0,4.0,-5.0,6.4031242374328485,B,answered,A,answered,True
159,4,24,A,1312.0,1491.0,1310.0,1485.0,-2.0,-6.0,6.324555320336759,A,answered,B,answered,True
159,4,24,B,1346.0,1490.0,1346.0,1485.0,0.0,-5.0,5.0,A,answered,B,answered,True
159,4,24,C,1380.0,1490.0,1382.0,1485.0,2.0,-5.0,5.385164807134504,A,answered,B,answered,True
159,4,24,D,1414.0,1490.0,1418.0,1485.0,4.0,-5.0,6.4031242374328485,A,answered,B,answered,True
160,4,25,A,1312.0,1518.0,1311.0,1514.0,-1.0,-4.0,4.123105625617661,A,answered,A,answered,False
160,4,25,B,1346.0,1518.0,1346.0,1514.0,0.0,-4.0,4.0,A,answered,A,answered,False
160,4,25,C,1380.0,1518.0,1382.0,1514.0,2.0,-4.0,4.47213595499958,A,answered,A,answered,False
160,4,25,D,1414.0,1518.0,1418.0,1514.0,4.0,-4.0,5.656854249492381,A,answered,A,answered,False
161,4,26,A,1311.0,1546.0,1312.0,1542.0,1.0,-4.0,4.123105625617661,A,answered,A,answered,False
161,4,26,B,1346.0,1546.0,1346.0,1542.0,0.0,-4.0,4.0,A,answered,A,answered,False
161,4,26,C,1380.0,1546.0,1382.0,1542.0,2.0,-4.0,4.47213595499958,A,answered,A,answered,False
161,4,26,D,1414.0,1546.0,1418.0,1542.0,4.0,-4.0,5.656854249492381,A,answered,A,answered,False
162,4,27,A,1312.0,1575.0,1311.0,1571.0,-1.0,-4.0,4.123105625617661,A,answered,A,answered,False
162,4,27,B,1346.0,1574.0,1346.0,1571.0,0.0,-3.0,3.0,A,answered,A,answered,False
162,4,27,C,1380.0,1574.0,1382.0,1571.0,2.0,-3.0,3.605551275463989,A,answered,A,answered,False
162,4,27,D,1414.0,1574.0,1418.0,1572.0,4.0,-2.0,4.47213595499958,A,answered,A,answered,False
163,4,28,A,1312.0,1603.0,1312.0,1600.0,0.0,-3.0,3.0,A,answered,A,answered,False
163,4,28,B,1346.0,1602.0,1346.0,1600.0,0.0,-2.0,2.0,A,answered,A,answered,False
163,4,28,C,1381.0,1602.0,1383.0,1600.0,2.0,-2.0,2.8284271247461903,A,answered,A,answered,False
163,4,28,D,1414.0,1601.0,1418.0,1600.0,4.0,-1.0,4.123105625617661,A,answered,A,answered,False
164,4,29,A,1312.0,1630.0,1312.0,1628.0,0.0,-2.0,2.0,B,answered,A,answered,True
164,4,29,B,1346.0,1630.0,1346.0,1628.0,0.0,-2.0,2.0,B,answered,A,answered,True
164,4,29,C,1382.0,1630.0,1384.0,1628.0,2.0,-2.0,2.8284271247461903,B,answered,A,answered,True
164,4,29,D,1415.0,1628.0,1418.0,1629.0,3.0,1.0,3.1622776601683795,B,answered,A,answered,True
165,4,30,A,1312.0,1659.0,1312.0,1657.0,0.0,-2.0,2.0,A,answered,B,answered,True
165,4,30,B,1346.0,1659.0,1346.0,1657.0,0.0,-2.0,2.0,A,answered,B,answered,True
165,4,30,C,1381.0,1658.0,1384.0,1657.0,3.0,-1.0,3.1622776601683795,A,answered,B,answered,True
165,4,30,D,1415.0,1658.0,1419.0,1657.0,4.0,-1.0,4.123105625617661,A,answered,B,answered,True
166,4,31,A,1312.0,1688.0,1312.0,1686.0,0.0,-2.0,2.0,C,answered,A,answered,True
166,4,31,B,1346.0,1686.0,1347.0,1686.0,1.0,0.0,1.0,C,answered,A,answered,True
166,4,31,C,1381.0,1686.0,1384.0,1686.0,3.0,0.0,3.0,C,answered,A,answered,True
166,4,31,D,1415.0,1685.0,1419.0,1686.0,4.0,1.0,4.123105625617661,C,answered,A,answered,True
167,4,32,A,1312.0,1715.0,1312.0,1714.0,0.0,-1.0,1.0,A,answered,C,answered,True
167,4,32,B,1346.0,1714.0,1348.0,1715.0,2.0,1.0,2.23606797749979,A,answered,C,answered,True
167,4,32,C,1382.0,1713.0,1384.0,1715.0,2.0,2.0,2.8284271247461903,A,answered,C,answered,True
167,4,32,D,1415.0,1712.0,1420.0,1715.0,5.0,3.0,5.830951894845301,A,answered,C,answered,True
168,4,33,A,1312.0,1744.0,1312.0,1744.0,0.0,0.0,0.0,B,answered,A,answered,True
168,4,33,B,1347.0,1744.0,1348.0,1743.0,1.0,-1.0,1.4142135623730951,B,answered,A,answered,True
168,4,33,C,1382.0,1742.0,1384.0,1743.0,2.0,1.0,2.23606797749979,B,answered,A,answered,True
168,4,33,D,1415.0,1741.0,1420.0,1744.0,5.0,3.0,5.830951894845301,B,answered,A,answered,True
169,4,34,A,1313.0,1770.0,1313.0,1772.0,0.0,2.0,2.0,A,answered,B,answered,True
169,4,34,B,1347.0,1770.0,1348.0,1772.0,1.0,2.0,2.23606797749979,A,answered,B,answered,True
169,4,34,C,1382.0,1768.0,1384.0,1772.0,2.0,4.0,4.47213595499958,A,answered,B,answered,True
169,4,34,D,1415.0,1767.0,1420.0,1773.0,5.0,6.0,7.810249675906654,A,answered,B,answered,True
170,4,35,A,1314.0,1799.0,1314.0,1800.0,0.0,1.0,1.0,B,answered,A,answered,True
170,4,35,B,1348.0,1798.0,1348.0,1800.0,0.0,2.0,2.0,B,answered,A,answered,True
170,4,35,C,1382.0,1796.0,1384.0,1800.0,2.0,4.0,4.47213595499958,B,answered,A,answered,True
170,4,35,D,1415.0,1796.0,1420.0,1801.0,5.0,5.0,7.0710678118654755,B,answered,A,answered,True
171,4,36,A,1314.0,1828.0,1314.0,1830.0,0.0,2.0,2.0,B,answered,B,answered,False
171,4,36,B,1348.0,1826.0,1349.0,1830.0,1.0,4.0,4.123105625617661,B,answered,B,answered,False
171,4,36,C,1382.0,1826.0,1385.0,1830.0,3.0,4.0,5.0,B,answered,B,answered,False
171,4,36,D,1415.0,1824.0,1420.0,1830.0,5.0,6.0,7.810249675906654,B,answered,B,answered,False
172,4,37,A,1312.0,1855.0,1314.0,1860.0,2.0,5.0,5.385164807134504,A,answered,,ambiguous,True
172,4,37,B,1347.0,1853.0,1349.0,1860.0,2.0,7.0,7.280109889280518,A,answered,,ambiguous,True
172,4,37,C,1382.0,1852.0,1385.0,1860.0,3.0,8.0,8.54400374531753,A,answered,,ambiguous,True
172,4,37,D,1415.0,1850.0,1420.0,1860.0,5.0,10.0,11.180339887498949,A,answered,,ambiguous,True
173,4,38,A,1314.0,1884.0,1312.0,1887.0,-2.0,3.0,3.605551275463989,A,answered,A,answered,False
173,4,38,B,1347.0,1882.0,1349.0,1888.0,2.0,6.0,6.324555320336759,A,answered,A,answered,False
173,4,38,C,1382.0,1880.0,1385.0,1887.0,3.0,7.0,7.615773105863909,A,answered,A,answered,False
173,4,38,D,1415.0,1879.0,1420.0,1888.0,5.0,9.0,10.295630140987,A,answered,A,answered,False
174,4,39,A,1314.0,1912.0,1314.0,1916.0,0.0,4.0,4.0,A,answered,A,answered,False
174,4,39,B,1348.0,1910.0,1348.0,1916.0,0.0,6.0,6.0,A,answered,A,answered,False
174,4,39,C,1382.0,1909.0,1385.0,1916.0,3.0,7.0,7.615773105863909,A,answered,A,answered,False
174,4,39,D,1415.0,1909.0,1420.0,1917.0,5.0,8.0,9.433981132056603,A,answered,A,answered,False
175,4,40,A,1313.0,1938.0,1314.0,1946.0,1.0,8.0,8.06225774829855,A,answered,A,answered,False
175,4,40,B,1346.0,1938.0,1350.0,1946.0,4.0,8.0,8.94427190999916,A,answered,A,answered,False
175,4,40,C,1382.0,1936.0,1385.0,1946.0,3.0,10.0,10.44030650891055,A,answered,A,answered,False
175,4,40,D,1416.0,1934.0,1420.0,1946.0,4.0,12.0,12.649110640673518,A,answered,A,answered,False
176,4,41,A,1312.0,1967.0,1314.0,1974.0,2.0,7.0,7.280109889280518,A,answered,A,answered,False
176,4,41,B,1348.0,1966.0,1349.0,1974.0,1.0,8.0,8.06225774829855,A,answered,A,answered,False
176,4,41,C,1381.0,1964.0,1384.0,1974.0,3.0,10.0,10.44030650891055,A,answered,A,answered,False
176,4,41,D,1415.0,1963.0,1420.0,1974.0,5.0,11.0,12.083045973594572,A,answered,A,answered,False
177,4,42,A,1313.0,1996.0,1315.0,2004.0,2.0,8.0,8.246211251235321,B,answered,A,answered,True
177,4,42,B,1348.0,1993.0,1349.0,2004.0,1.0,11.0,11.045361017187261,B,answered,A,answered,True
177,4,42,C,1381.0,1992.0,1384.0,2004.0,3.0,12.0,12.36931687685298,B,answered,A,answered,True
177,4,42,D,1416.0,1991.0,1420.0,2004.0,4.0,13.0,13.601470508735444,B,answered,A,answered,True
178,4,43,A,1311.0,2022.0,1314.0,2034.0,3.0,12.0,12.36931687685298,A,answered,B,answered,True
178,4,43,B,1346.0,2020.0,1350.0,2033.0,4.0,13.0,13.601470508735444,A,answered,B,answered,True
178,4,43,C,1380.0,2019.0,1384.0,2033.0,4.0,14.0,14.560219778561036,A,answered,B,answered,True
178,4,43,D,1414.0,2019.0,1420.0,2034.0,6.0,15.0,16.15549442140351,A,answered,B,answered,True
179,4,44,A,1312.0,2052.0,1313.0,2061.0,1.0,9.0,9.055385138137417,A,answered,A,answered,False
179,4,44,B,1347.0,2048.0,1350.0,2061.0,3.0,13.0,13.341664064126334,A,answered,A,answered,False
179,4,44,C,1381.0,2047.0,1385.0,2061.0,4.0,14.0,14.560219778561036,A,answered,A,answered,False
179,4,44,D,1414.0,2047.0,1421.0,2061.0,7.0,14.0,15.652475842498529,A,answered,A,answered,False
180,4,45,A,1311.0,2080.0,1314.0,2092.0,3.0,12.0,12.36931687685298,,blank,A,answered,True
180,4,45,B,1346.0,2080.0,1350.0,2090.0,4.0,10.0,10.770329614269007,,blank,A,answered,True
180,4,45,C,1380.0,2080.0,1385.0,2090.0,5.0,10.0,11.180339887498949,,blank,A,answered,True
180,4,45,D,1413.0,2080.0,1421.0,2090.0,8.0,10.0,12.806248474865697,,blank,A,answered,True
